name,smiles,taste,MW,LogP,HBD,HBA,TPSA
methylglyoxal,CC(=O)C=O,sweet,72.063,-0.2257,0.0,2.0,34.14
1-HEPTEN-3-OL,CCCCC(C=C)O,sweet,114.18799999999997,1.7235,1.0,1.0,20.23
Benzyl butyrate,CCCC(=O)OCC1=CC=CC=C1,sweet,178.231,2.5299000000000005,0.0,2.0,26.3
Methyl trans-2-octenoate,CCCCC/C=C/C(=O)OC,sweet,156.22499999999997,2.2959000000000005,0.0,2.0,26.3
Butyl butyrate,CCCCOC(=O)CCC,sweet,144.21399999999997,2.1298000000000004,0.0,2.0,26.3
2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone,CCC1C(=O)C(=C(O1)C)O,sweet,142.154,1.1538,1.0,3.0,46.53
Guaiacyl phenylacetate,COC1=CC=CC=C1OC(=O)CC2=CC=CC=C2,sweet,242.27399999999997,2.843300000000001,0.0,3.0,35.53
PHENYLACETIC ACID,C1=CC=C(C=C1)CC(=O)O,sweet,136.14999999999998,1.3137,1.0,1.0,37.3
Benzyl isobutyrate,CC(C)C(=O)OCC1=CC=CC=C1,sweet,178.231,2.3858000000000006,0.0,2.0,26.3
3-Methylbutyl 2-methylbutanoate,CCC(C)C(=O)OCCC(C)C,sweet,172.26799999999997,2.6218000000000012,0.0,2.0,26.3
Ethyl methyl sulfide,CCSC,sweet,76.164,1.3693,0.0,1.0,0.0
PENTYL HEXANOATE,CCCCCC(=O)OCCCCC,sweet,186.29499999999993,3.3001000000000023,0.0,2.0,26.3
3-Ethoxy-4-hydroxybenzaldehyde,CCOC1=C(C=CC(=C1)C=O)O,sweet,166.176,1.6034,1.0,3.0,46.53
DIETHYL MALONATE,CCOC(=O)CC(=O)OCC,sweet,160.16899999999998,0.5027,0.0,4.0,52.60000000000001
2-METHYLBUTYL ACETATE,CCC(C)COC(=O)C,sweet,130.18699999999998,1.5956000000000001,0.0,2.0,26.3
Ethyl 3-oxohexanoate,CCCC(=O)CC(=O)OCC,sweet,158.19699999999997,1.3088,0.0,3.0,43.370000000000005
Isobutyl hexanoate,CCCCCC(=O)OCC(C)C,sweet,172.26799999999997,2.765900000000001,0.0,2.0,26.3
Hexyl phenylacetate,CCCCCCOC(=O)CC1=CC=CC=C1,sweet,220.312,3.3526000000000025,0.0,2.0,26.3
2-Phenylethyl hexanoate,CCCCCC(=O)OCCC1=CC=CC=C1,sweet,220.31199999999998,3.3526000000000025,0.0,2.0,26.3
METHYL PHENYLACETATE,COC(=O)CC1=CC=CC=C1,sweet,150.177,1.4021,0.0,2.0,26.3
Ethyl hex-2-enoate,CCC/C=C/C(=O)OCC,sweet,142.19799999999998,1.9058,0.0,2.0,26.3
beta-alanine,C(CN)C(=O)O,sweet,89.09399999999998,-0.5802,2.0,2.0,63.32000000000001
MALTOL,CC1=C(C(=O)C=CO1)O,sweet,126.11099999999996,0.6538199999999998,1.0,3.0,50.44
ISOBUTYL ANTHRANILATE,CC(C)COC(=O)C1=CC=CC=C1N,sweet,193.24599999999998,2.0816,1.0,3.0,52.32
Isopentyl octanoate,CCCCCCCC(=O)OCCC(C)C,sweet,214.34899999999996,3.936200000000003,0.0,2.0,26.3
4-Methoxyphenylacetone,CC(=O)CC1=CC=C(C=C1)OC,sweet,164.20399999999998,1.8267,0.0,2.0,26.3
4-Propylanisole,CCCC1=CC=C(C=C1)OC,sweet,150.22099999999995,2.6477000000000004,0.0,1.0,9.23
ETHYL PYRUVATE,CCOC(=O)C(=O)C,sweet,116.11599999999999,0.13849999999999996,0.0,3.0,43.370000000000005
Geranyl butyrate,CCCC(=O)OC/C=C(\C)/CCC=C(C)C,sweet,224.34399999999994,4.022400000000004,0.0,2.0,26.3
vanillin,COC1=C(C=CC(=C1)C=O)O,sweet,152.14899999999997,1.2133,1.0,3.0,46.53
Maltol isobutyrate,CC1=C(C(=O)C=CO1)OC(=O)C(C)C,sweet,196.20199999999997,1.50962,0.0,4.0,56.51
Buxinol,CCCCC/C(=C\C1=CC=CC=C1)/CO,sweet,204.313,3.642600000000003,1.0,1.0,20.23
LEVULINIC ACID,CC(=O)CCC(=O)O,sweet,116.11599999999999,0.4402,1.0,2.0,54.370000000000005
D-Limonene,CC1=CC[C@@H](CC1)C(=C)C,sweet,136.238,3.308900000000002,0.0,0.0,0.0
Isobutyl butyrate,CCCC(=O)OCC(C)C,sweet,144.21399999999997,1.9857,0.0,2.0,26.3
2-Phenylethyl octanoate,CCCCCCCC(=O)OCCC1=CC=CC=C1,sweet,248.36599999999999,4.132800000000004,0.0,2.0,26.3
"3-Methylcyclopentane-1,2-dione",CC1CCC(=O)C1=O,sweet,112.12799999999999,0.5545,0.0,2.0,34.14
cis-3-Hexenyl isobutyrate,CC/C=C\CCOC(=O)C(C)C,sweet,170.252,2.541900000000001,0.0,2.0,26.3
acetoin,CC(C(=O)C)O,sweet,88.106,-0.043800000000000006,1.0,2.0,37.3
Benzyl isovalerate,CC(C)CC(=O)OCC1=CC=CC=C1,sweet,192.258,2.775900000000001,0.0,2.0,26.3
Neryl isobutyrate,CC(C)C(=O)OC/C=C(/C)\CCC=C(C)C,sweet,224.34399999999994,3.878300000000003,0.0,2.0,26.3
Octyl propionate,CCCCCCCCOC(=O)CC,sweet,186.295,3.3001000000000023,0.0,2.0,26.3
Isopropyl butyrate,CCCC(=O)OC(C)C,sweet,130.18699999999995,1.7381,0.0,2.0,26.3
Butyl pentanoate,CCCCC(=O)OCCCC,sweet,158.24099999999996,2.5199000000000007,0.0,2.0,26.3
4-Methoxybenzyl acetate,CC(=O)OCC1=CC=C(C=C1)OC,sweet,180.203,1.7583,0.0,3.0,35.53
2-Pentanone,CCCC(=O)C,sweet,86.13399999999999,1.3755,0.0,1.0,17.07
Ethyl tetradecanoate,CCCCCCCCCCCCCC(=O)OCC,sweet,256.4299999999999,5.250600000000005,0.0,2.0,26.3
68527-76-4,CCOC1=C(C=CC(=C1)C2OCC(O2)C)O,sweet,224.25599999999997,2.2248000000000006,1.0,4.0,47.92
Propyl butyrate,CCCC(=O)OCCC,sweet,130.18699999999998,1.7397,0.0,2.0,26.3
NONANOIC ACID,CCCCCCCCC(=O)O,sweet,158.241,2.821600000000001,1.0,1.0,37.3
Isopropyl 2-methylbutyrate,CCC(C)C(=O)OC(C)C,sweet,144.21399999999997,1.9841,0.0,2.0,26.3
ETHYL ACETATE,CCOC(=O)C,sweet,88.106,0.5694,0.0,2.0,26.3
Propyl 2-furanacrylate,CCCOC(=O)/C=C\C1=CC=CO1,sweet,180.20299999999997,2.2460000000000004,0.0,3.0,39.44
698-10-2,CCC1C(=C(C(=O)O1)O)C,sweet,142.15399999999997,1.1538,1.0,3.0,46.53
ISOPROPYL FORMATE,CC(C)OC=O,sweet,88.106,0.5678,0.0,2.0,26.3
4-Methylphenyl dodecanoate,CCCCCCCCCCCC(=O)OC1=CC=C(C=C1)C,sweet,290.447,5.821320000000005,0.0,2.0,26.3
"2,4-HEXADIENAL",C/C=C/C=C/C=O,sweet,96.12899999999999,1.3176,0.0,1.0,17.07
METHYL VALERATE,CCCCC(=O)OC,sweet,116.15999999999998,1.3496000000000001,0.0,2.0,26.3
delta-Tetradecalactone,CCCCCCCCCC1CCCC(=O)O1,sweet,226.35999999999996,4.222800000000004,0.0,2.0,26.3
Dihydrocarveol,CC1CCC(CC1O)C(=C)C,sweet,154.25299999999996,2.3596000000000004,1.0,1.0,20.23
4'-Methylacetophenone,CC1=CC=C(C=C1)C(=O)C,sweet,134.178,2.1976199999999997,0.0,1.0,17.07
BUTYL ANTHRANILATE,CCCCOC(=O)C1=CC=CC=C1N,sweet,193.24599999999998,2.2257000000000002,1.0,3.0,52.32
CYCLOHEXYL ACETATE,CC(=O)OC1CCCCC1,sweet,142.19799999999998,1.8821999999999999,0.0,2.0,26.3
methyl salicylate,COC(=O)C1=CC=CC=C1O,sweet,152.14899999999997,1.1787999999999998,1.0,3.0,46.53
TIGLIC ACID,C/C=C(\C)/C(=O)O,sweet,100.11699999999998,1.0372000000000001,1.0,1.0,37.3
Allyl butyrate,CCCC(=O)OCC=C,sweet,128.17099999999996,1.5157,0.0,2.0,26.3
Isopentyl benzoate,CC(C)CCOC(=O)C1=CC=CC=C1,sweet,192.258,2.8895000000000017,0.0,2.0,26.3
3-PROPYLIDENEPHTHALIDE,CC/C=C\1/C2=CC=CC=C2C(=O)O1,sweet,174.19899999999996,2.6079000000000008,0.0,2.0,26.3
2-oxobutanoic acid,CCC(=O)C(=O)O,sweet,102.08899999999998,0.05009999999999998,1.0,2.0,54.370000000000005
Furfuryl pentanoate,CCCCC(=O)OCC1=CC=CO1,sweet,182.219,2.513000000000001,0.0,3.0,39.44
Ethylene brassylate,C1CCCCCC(=O)OCCOC(=O)CCCCC1,sweet,270.36899999999997,3.377500000000002,0.0,4.0,52.6
ETHYL BUTYRATE,CCCC(=O)OCC,sweet,116.15999999999998,1.3496000000000001,0.0,2.0,26.3
"3,5-Dimethyl-1,2-cyclopentanedione",CC1CC(C(=O)C1=O)C,sweet,126.15499999999999,0.8005,0.0,2.0,34.14
"4-Methyl-2-pentyl-1,3-dioxolane",CCCCCC1OCC(O1)C,sweet,158.24099999999999,2.3281,0.0,2.0,18.46
Ethyl 3-hydroxyhexanoate,CCCC(CC(=O)OCC)O,sweet,160.213,1.1006,1.0,3.0,46.53
Acetyl isobutyryl,CC(C)C(=O)C(=O)C,sweet,114.14399999999998,0.8005,0.0,2.0,34.14
Isoamyl isobutyrate,CC(C)CCOC(=O)C(C)C,sweet,158.24099999999999,2.2317,0.0,2.0,26.3
ETHYL ISOVALERATE,CCOC(=O)CC(C)C,sweet,130.18699999999998,1.5956000000000001,0.0,2.0,26.3
Dihydrojasmone lactone,CCCCCCC1(CCC(=O)O1)C,sweet,184.279,3.052500000000001,0.0,2.0,26.3
Dehydrozingerone,CC(=O)/C=C/C1=CC(=C(C=C1)O)OC,sweet,192.214,2.0029999999999997,1.0,3.0,46.53
FURFURAL,C1=COC(=C1)C=O,sweet,96.08499999999998,1.0920999999999998,0.0,2.0,30.21
Ethyl salicylate,CCOC(=O)C1=CC=CC=C1O,sweet,166.176,1.5688999999999997,1.0,3.0,46.53
ISOPHORONE,CC1=CC(=O)CC(C1)(C)C,sweet,138.21,2.3218000000000005,0.0,1.0,17.07
77-83-8,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,sweet,206.24099999999999,1.8637,0.0,3.0,38.83
3-Heptyldihydro-5-methyl-2(3H)-furanone,CCCCCCCC1CC(OC1=O)C,sweet,198.30599999999998,3.2985000000000024,0.0,2.0,26.3
"2,6-DIMETHOXYPHENOL",COC1=C(C(=CC=C1)OC)O,sweet,154.16499999999996,1.4093999999999995,1.0,3.0,38.69
PHTHALIDE,C1C2=CC=CC=C2C(=O)O1,sweet,134.134,1.357,0.0,2.0,26.3
Vanillic acid,COC1=C(C=CC(=C1)C(=O)O)O,sweet,168.14799999999997,1.099,2.0,3.0,66.76
Octyl butyrate,CCCCCCCCOC(=O)CCC,sweet,200.32199999999997,3.6902000000000026,0.0,2.0,26.3
HEXYL HEXANOATE,CCCCCCOC(=O)CCCCC,sweet,200.32199999999995,3.6902000000000026,0.0,2.0,26.3
delta-Octanolactone,CCCC1CCCC(=O)O1,sweet,142.198,1.8822,0.0,2.0,26.3
3-HEXANONE,CCCC(=O)CC,sweet,100.16099999999999,1.7656,0.0,1.0,17.07
(E)-Hept-2-enal,CCCC/C=C/C=O,sweet,112.17199999999997,1.9317,0.0,1.0,17.07
Ethyl caproate,CCCCCC(=O)OCC,sweet,144.21399999999997,2.1298000000000004,0.0,2.0,26.3
Butyl phenylacetate,CCCCOC(=O)CC1=CC=CC=C1,sweet,192.258,2.572400000000001,0.0,2.0,26.3
BENZYL PROPIONATE,CCC(=O)OCC1=CC=CC=C1,sweet,164.204,2.1398,0.0,2.0,26.3
Methyl cyclohexanecarboxylate,COC(=O)C1CCCCC1,sweet,142.19799999999998,1.7397,0.0,2.0,26.3
TETRAHYDROFURFURYL ACETATE,CC(=O)OCC1CCCO1,sweet,144.17,0.7284999999999999,0.0,3.0,35.53
tyramine,C1=CC(=CC=C1CCN)O,sweet,137.18200000000002,0.8933999999999995,2.0,2.0,46.25
2-Hexanoylfuran,CCCCCC(=O)C1=CC=CO1,sweet,166.22,3.042600000000002,0.0,2.0,30.21
Phenylacetaldehyde diisobutyl acetal,CC(C)COC(CC1=CC=CC=C1)OCC(C)C,sweet,250.38199999999998,3.900400000000003,0.0,2.0,18.46
BUTYL ISOVALERATE,CCCCOC(=O)CC(C)C,sweet,158.24099999999999,2.375800000000001,0.0,2.0,26.3
Piperonylacetone,CC(=O)CCC1=CC2=C(C=C1)OCO2,sweet,192.21399999999997,1.9368999999999996,0.0,3.0,35.53
METHYL HEPTANOATE,CCCCCCC(=O)OC,sweet,144.214,2.1298000000000004,0.0,2.0,26.3
Tween 20,CCCCCCCCCCCC(=O)OCCOCC(C1C(C(CO1)OCCO)OCCO)OCCO,bitter,522.6760000000004,1.9984000000000006,3.0,10.0,133.14000000000001
TRIPROPIONIN,CCC(=O)OCC(COC(=O)CC)OC(=O)CC,bitter,260.28599999999994,1.2146,0.0,6.0,78.9
cis-Jasmone,CC/C=C\CC1=C(CCC1=O)C,bitter,164.248,3.022100000000002,0.0,1.0,17.07
NONYL ACETATE,CCCCCCCCCOC(=O)C,bitter,186.295,3.3001000000000023,0.0,2.0,26.3
TRIBUTYRIN,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,bitter,302.367,2.3849,0.0,6.0,78.9
"3,7-Dimethyl-1-octanol",CC(C)CCCC(C)CCO,bitter,158.285,2.831200000000002,1.0,1.0,20.23
TRIETHYL CITRATE,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,bitter,276.28499999999997,0.1870000000000001,1.0,7.0,99.13000000000002
2-Methyl-1-phenyl-2-propanol,CC(C)(CC1=CC=CC=C1)O,bitter,150.22099999999998,2.0000000000000004,1.0,1.0,20.23
Butyl levulinate,CCCCOC(=O)CCC(=O)C,bitter,172.22399999999996,1.6989,0.0,3.0,43.370000000000005
3-HEPTANOL,CCCCC(CC)O,bitter,116.20399999999998,1.9475000000000002,1.0,1.0,20.23
3891-59-6,CC(=O)OC[C@H]([C@H]([C@@H]([C@H](C=O)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,bitter,390.3410000000002,-0.524799999999999,0.0,11.0,148.57000000000002
taurine,C(CS(=O)(=O)O)N,bitter,125.14899999999999,-1.167099999999999,2.0,3.0,80.39
Terpinyl formate,CC1=CCC(CC1)C(C)(C)OC=O,bitter,182.263,2.684400000000001,0.0,2.0,26.3
DL-HISTIDINE,C1=C(NC=N1)CC(C(=O)O)N,bitter,155.15699999999998,-0.6358999999999995,3.0,3.0,92.0
"1,3-Diphenylacetone",C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2,bitter,210.27599999999998,3.0409000000000015,0.0,1.0,17.07
QUININE ACID SULFATE,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.OS(=O)(=O)O,bitter,422.50300000000016,2.5204,3.0,6.0,120.19000000000001
propyl gallate,CCCOC(=O)C1=CC(=C(C(=C1)O)O)O,bitter,212.201,1.3702,3.0,5.0,86.99000000000001
2-HEPTANOL,CCCCCC(C)O,bitter,116.20399999999998,1.9475000000000002,1.0,1.0,20.23
Citronellyloxyacetaldehyde,CC(CCC=C(C)C)CCOCC=O,bitter,198.30599999999995,2.974500000000001,0.0,2.0,26.3
alpha-Terpinyl anthranilate,CC1=CCC(CC1)C(C)(C)OC(=O)C2=CC=CC=C2N,bitter,273.37600000000003,3.9506000000000023,1.0,3.0,52.32
"1,4-Dimethoxybenzene",COC1=CC=C(C=C1)OC,bitter,138.16599999999997,1.7038,0.0,2.0,18.46
Calcium phosphate,[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Ca+2].[Ca+2].[Ca+2],tasteless,310.174,-6.7916,0.0,8.0,172.5
30950-27-7,CC(=C)C1CCC(=CC1)/C=N/O,sweet,165.23600000000002,2.7490000000000006,1.0,2.0,32.59
neohesperidin dihydrochalcone,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC(=C(C=C4)OC)O)O)CO)O)O)O)O)O,sweet,612.5810000000007,-1.342,9.0,15.0,245.28999999999996
INVERT SUGAR,C(C(C(C(C(C=O)O)O)O)O)O.C(C(C(C(C(=O)CO)O)O)O)O,sweet,360.31200000000007,-6.755999999999991,10.0,12.0,236.43999999999997
Calcium saccharin hydrate,C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].O.[Ca+2],sweet,422.4530000000001,-2.2138999999999984,0.0,6.0,170.62
Lactitol monohydrate,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O.O,sweet,362.32800000000003,-6.585899999999992,9.0,11.0,232.02999999999997
"D,D-Aspartame",COC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](CC(=O)O)N,sweet,294.307,-0.31109999999999854,3.0,5.0,118.72
Sucralose,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CCl)O)O)CCl)O)O)Cl)O,sweet,397.63500000000005,-1.6561000000000008,5.0,8.0,128.84
Lactitolum [INN-Latin],C([C@@H]1[C@@H](C([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O,sweet,344.313,-5.7611999999999925,9.0,11.0,200.52999999999997
D-(-)-Fructose,C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O,sweet,180.156,-3.377199999999999,5.0,6.0,118.22000000000001
maltose,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet,342.297,-5.397199999999994,8.0,11.0,189.52999999999997
Glycyrrhizic acid,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O,sweet,822.9420000000008,2.245600000000002,8.0,13.0,267.03999999999996
3-PYRIDINEMETHANOL,C1=CC(=CN=C1)CO,bitter,109.12799999999997,0.5738999999999999,1.0,2.0,33.120000000000005
2-(Ethylthio)pyridine,CCSC1=CC=CC=N1,bitter,139.22299999999996,2.1936,0.0,2.0,12.89
2-Methyl-6-vinylpyridine,CC1=CC=CC(=N1)C=C,bitter,119.167,2.03302,0.0,1.0,12.89
Terpinyl iso-valerate,CC1=CCC(CC1)C(C)(C)OC(=O)CC(C)C,bitter,238.37099999999998,4.100700000000003,0.0,2.0,26.3
Glycol stearate,CCCCCCCCCCCCCCCCCC(=O)OCCO,bitter,328.53700000000003,5.7834000000000065,1.0,3.0,46.53
2-METHYLTHIOPHENE,CC1=CC=CS1,bitter,98.17000000000002,2.05652,0.0,1.0,0.0
6982-72-5,CC1=CC=C(N1)C(=O)C,bitter,123.155,1.52572,1.0,1.0,32.86
7-METHYL-2-BENZOFURANCARBOXALDEHYDE,CC1=CC=CC2=C1OC(=C2)C=O,bitter,160.172,2.553720000000001,0.0,2.0,30.21
35250-69-2,CC1=CC=C(N1C)C(=O)C,bitter,137.18200000000002,1.53612,0.0,2.0,22.0
DL-ISOLEUCINE,CCC(C)C(C(=O)O)N,bitter,131.17499999999995,0.44439999999999996,2.0,2.0,63.31999999999999
3-Pyridinecarboxaldehyde,C1=CC(=CN=C1)C=O,bitter,107.11199999999997,0.8940999999999999,0.0,2.0,29.96
AC1OE4KS,C[C@H]1C(=[NH+][C@@H](O1)C)C,bitter,114.16799999999998,-0.7074,1.0,1.0,23.200000000000003
Thymohydroquinone,CC1=CC(=C(C=C1O)C(C)C)O,bitter,166.21999999999997,2.529620000000001,2.0,2.0,40.46
"3,4-Dihydroxybenzaldehyde",C1=CC(=C(C=C1C=O)O)O,bitter,138.12199999999999,0.9102999999999997,2.0,3.0,57.53
2-[2-(methylsulfanyl)ethyl]pyridine,CSCCC1=CC=CC=N1,bitter,153.25,1.9871,0.0,2.0,12.89
TERPIN,CC1(CCC(CC1)C(C)(C)O)O,bitter,172.268,1.6985000000000001,2.0,2.0,40.46
MAGNESIUM SULFATE,[O-]S(=O)(=O)[O-].[Mg+2],bitter,120.368,-1.7187999999999997,0.0,4.0,80.25999999999999
Quinine,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,bitter,324.4240000000001,3.173200000000002,1.0,4.0,45.59
2-Benzoylpyridine,C1=CC=C(C=C1)C(=O)C2=CC=CC=N2,bitter,183.21,2.3125999999999998,0.0,2.0,29.96
2-(2-Ethoxyethyl)pyridine,CCOCCC1=CC=CC=N1,bitter,151.209,1.6606,0.0,2.0,22.12
4-BENZYLPYRIDINE,C1=CC=C(C=C1)CC2=CC=NC=C2,bitter,169.227,2.6724000000000006,0.0,1.0,12.89
TRIDECANAL,CCCCCCCCCCCCC=O,bitter,198.34999999999997,4.496300000000004,0.0,1.0,17.07
L-phenylalanine,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,bitter,165.19199999999998,0.641,2.0,2.0,63.31999999999999
"1,3-Octanediol",CCCCCC(CCO)O,bitter,146.23000000000002,1.31,2.0,2.0,40.46
HELENALIN,C[C@@H]1C[C@@H]2[C@H]([C@@H]([C@]3([C@H]1C=CC3=O)C)O)C(=C)C(=O)O2,bitter,262.30499999999995,1.2462999999999997,1.0,4.0,63.599999999999994
".alpha.-D-Glucopyranose, pentaacetate",CC(=O)OCC1C(C(C(C(O1)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,bitter,390.3410000000002,-0.3673999999999995,0.0,11.0,140.73000000000002
2-methyl-3-propylquinoxaline,CCCC1=NC2=CC=CC=C2N=C1C,bitter,186.25799999999998,2.8907200000000017,0.0,2.0,25.78
2-methyl-3-pentylquinoxaline,CCCCCC1=NC2=CC=CC=C2N=C1C,bitter,214.312,3.6709200000000024,0.0,2.0,25.78
Dibenzyl sulfide,C1=CC=C(C=C1)CSCC2=CC=CC=C2,bitter,214.333,4.120000000000003,0.0,1.0,0.0
4-PHENYLPYRIDINE,C1=CC=C(C=C1)C2=CC=NC=C2,bitter,155.19999999999996,2.7486000000000006,0.0,1.0,12.89
NOOTKATONE,C[C@@H]1CC(=O)C=C2[C@]1(C[C@@H](CC2)C(=C)C)C,bitter,218.33999999999995,3.904200000000003,0.0,1.0,17.07
5-Methyl-2-phenyl-2-hexenal,CC(C)C/C=C(\C=O)/C1=CC=CC=C1,bitter,188.27,3.315000000000002,0.0,1.0,17.07
4265-16-1,C1=CC=C2C(=C1)C=C(O2)C=O,bitter,146.14499999999998,2.2452999999999994,0.0,2.0,30.21
"2,6-Diacetylpyridine",CC(=O)C1=NC(=CC=C1)C(=O)C,bitter,163.17599999999996,1.4868,0.0,3.0,47.03
2-Acetylbenzofuran,CC(=O)C1=CC2=CC=CC=C2O1,bitter,160.17199999999997,2.6354000000000006,0.0,2.0,30.21
Isocyclogeraniol,CC1CC(=CC(C1CO)C)C,bitter,154.25299999999996,2.2171000000000003,1.0,1.0,20.23
Trimethyl citrate,COC(=O)CC(CC(=O)OC)(C(=O)OC)O,bitter,234.20399999999998,-0.9833000000000001,1.0,7.0,99.13000000000002
2-Ethyl-3-methylquinoxaline,CCC1=NC2=CC=CC=C2N=C1C,bitter,172.23099999999997,2.5006200000000005,0.0,2.0,25.78
6-Methyl-2-pyridinemethanol,CC1=NC(=CC=C1)CO,bitter,123.15499999999996,0.8823199999999998,1.0,2.0,33.120000000000005
4-hydroxybenzyl alcohol,C1=CC(=CC=C1CO)O,bitter,124.13899999999997,0.8844999999999994,2.0,2.0,40.46
4-Benzoylpyridine,C1=CC=C(C=C1)C(=O)C2=CC=NC=C2,bitter,183.21,2.3125999999999998,0.0,2.0,29.96
4-(5-Methyl-2-furyl)-2-butanone,CC1=CC=C(O1)CCC(=O)C,bitter,152.193,2.10962,0.0,2.0,30.21
CALCIUM HYDROXIDE,[OH-].[OH-].[Ca+2],bitter,74.09200000000001,-0.7343999999999999,0.0,2.0,60.0
Glycerol,OCC(CO)O,sweet,92.094,-1.6681000000000001,3.0,3.0,60.69
Urea,NC(=O)N,bitter,60.056,-0.9762,2.0,1.0,69.11
trans-anethole,O(C)c1ccc(cc1)\C=C\C,sweet,148.20499999999998,2.728300000000001,0.0,1.0,9.23
Zapoterin,c1occc1[C@H](OC(=O)[C@H]([C@]234)O4)[C@]3(C)C[C@H](O)[C@H]5[C@@]2(C)C(=O)C[C@@H]6[C@]5(C)C=CC(=O)OC6(C)C,bitter,470.5180000000003,2.8954000000000013,1.0,8.0,115.57000000000001
Picrasin C,CC(=O)O[C@@H]1[C@@H](OC)[C@H](C)[C@@H]([C@@]2(C)[C@H]1[C@@]34C)CC(=O)O[C@@H]2C[C@H]4[C@H](C)C[C@@H](C3=O)O,bitter,422.5180000000002,2.1329999999999996,1.0,7.0,99.13000000000001
Obacunone,c1occc1[C@H](OC(=O)[C@H]([C@]234)O4)[C@]3(C)CC[C@H]5[C@@]2(C)C(=O)C[C@@H]6[C@]5(C)C=CC(=O)OC6(C)C,bitter,454.5190000000003,3.9246000000000034,0.0,7.0,95.33999999999999
Nigakihemiacetal A,C[C@]12[C@@H]3[C@]4(C)[C@H]([C@](C)(O)[C@@H]([C@H]3O)OC)C[C@@H](O)O[C@@H]4C[C@H]2[C@H](C)C=C(C1=O)OC,bitter,410.50700000000023,1.2481999999999998,3.0,7.0,105.45
Neoquassin,C[C@]12[C@@H]3[C@]4(C)[C@H](C(C)=C(C3=O)OC)C[C@@H](O)O[C@@H]4C[C@H]2[C@H](C)C=C(C1=O)OC,bitter,390.47600000000017,2.6108000000000002,1.0,6.0,82.06000000000002
Ichangin,C[C@]12C(=O)C[C@@H](C(C)(C)O)[C@]3([C@@H](O)CC(=O)OC3)[C@H]2CC[C@@]4(C)[C@@H](OC(=O)[C@H]([C@]145)O5)c6ccoc6,bitter,488.5330000000003,2.091799999999999,2.0,9.0,135.8
Glaucarubinone,[C@@]123[C@@H]4[C@@](O)(OC1)[C@H](O)[C@H](C)[C@@H]2[C@@H](OC(=O)[C@@](C)(O)CC)C(=O)O[C@@H]3C[C@@H]5[C@]4(C)[C@H](O)C(=O)C=C5C,bitter,494.5370000000003,-0.15109999999999957,4.0,10.0,159.82000000000002
Glaucarubin,[C@@]123[C@@H]4[C@@](O)(OC1)[C@H](O)[C@H](C)[C@@H]2[C@@H](OC(=O)[C@@](C)(O)CC)C(=O)O[C@@H]3C[C@@H]5[C@]4(C)[C@H](O)[C@@H](O)C=C5C,bitter,496.5530000000003,-0.35929999999999884,5.0,10.0,162.98000000000002
Eurycomalactone,C[C@@]12[C@H]3C(=O)O[C@H]([C@@H]3C)[C@H](O)[C@@H]2[C@]4(C)[C@@H](CC1=O)C(C)=CC(=O)[C@H]4O,bitter,348.3950000000001,0.6463000000000001,2.0,6.0,100.9
Chaparrolide,C[C@@]12[C@@H]3[C@]4(C)[C@H]([C@@H](C)[C@@H](C3=O)O)CC(=O)O[C@@H]4C[C@H]1[C@H](C)C[C@H](O)[C@H]2O,bitter,366.454,0.9080999999999995,3.0,6.0,104.06
